t,r,N_n,N_t,C_h,,t,r,N_n,N_t,C_h,pH,,error N_n,Error_ N_t,Error _C_H
57.87037,0.46,49071161.36,148788.5056,4.35E-08,,5002558,0.46,48950158.5,148350.4826,4.27E-08,7.083622721,,2.47E-01,2.94E-01,1.90E+00
57.87037,0.465,49072559.37,148788.5056,4.35E-08,,5002558,0.465,48951702.08,148350.4826,4.26E-08,7.083933128,,2.46E-01,2.94E-01,2.03E+00
57.87037,0.47,49074183.07,148788.5056,4.34E-08,,5002558,0.47,48953023.1,148350.4826,4.26E-08,7.084198953,,2.47E-01,2.94E-01,1.92E+00
57.87037,0.475,49075121.92,148788.5056,4.34E-08,,5002558,0.475,48954127.3,148350.4826,4.25E-08,7.084421267,,2.47E-01,2.94E-01,2.02E+00
57.87037,0.48,49076288.37,148788.5056,4.33E-08,,5002558,0.48,48955020.05,148350.4826,4.25E-08,7.084601091,,2.47E-01,2.94E-01,1.87E+00
57.87037,0.485,49076790.5,148788.5056,4.33E-08,,5002558,0.485,48955706.41,148350.4826,4.25E-08,7.084739392,,2.47E-01,2.94E-01,1.93E+00
57.87037,0.49,49077521.37,148788.5056,4.33E-08,,5002558,0.49,48956191.14,148350.4826,4.24E-08,7.084837089,,2.47E-01,2.94E-01,1.98E+00
57.87037,0.495,49077606.54,148788.5056,4.33E-08,,5002558,0.495,48956478.68,148350.4826,4.24E-08,7.084895054,,2.47E-01,2.94E-01,2.00E+00
57.87037,0.5,49077920.97,148788.5056,4.33E-08,,5002558,0.5,48956573.23,148350.4826,4.24E-08,7.084914115,,2.47E-01,2.94E-01,2.01E+00
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Average of Errors,3.20E+00,1.54E+00,2.13E+00
